Genre_Name,Composer,Albums_Title,Media_Distribution,Price,Product_Quantity,Billing_Adress
Latin,Gilberto Gil,Vozes do MPB,MPEG audio file,0.99,1,Mountain View
Latin,Caetano Veloso,Axé Bahia 2001,MPEG audio file,0.99,1,Mountain View
Latin,Caetano Veloso,Carnaval 2001,MPEG audio file,0.99,1,Mountain View
Latin,Caetano Veloso,Sambas De Enredo 2001,MPEG audio file,0.99,1,Mountain View
Latin,Caetano Veloso,Vozes do MPB,MPEG audio file,0.99,1,Mountain View
Latin,Peninha,Axé Bahia 2001,MPEG audio file,0.99,1,Orlando
Latin,Peninha,Carnaval 2001,MPEG audio file,0.99,1,Orlando
Latin,Peninha,Sambas De Enredo 2001,MPEG audio file,0.99,1,Orlando
Latin,Peninha,Vozes do MPB,MPEG audio file,0.99,1,Orlando
Latin,Caetano Veloso - Waly Salomão,Axé Bahia 2001,MPEG audio file,0.99,1,Orlando
Latin,Caetano Veloso - Waly Salomão,Carnaval 2001,MPEG audio file,0.99,1,Orlando
Latin,Caetano Veloso - Waly Salomão,Sambas De Enredo 2001,MPEG audio file,0.99,1,Orlando
Latin,Caetano Veloso - Waly Salomão,Vozes do MPB,MPEG audio file,0.99,1,Orlando
Latin,Caetano Veloso,Axé Bahia 2001,MPEG audio file,0.99,1,Orlando
Latin,Caetano Veloso,Carnaval 2001,MPEG audio file,0.99,1,Orlando
Latin,Caetano Veloso,Sambas De Enredo 2001,MPEG audio file,0.99,1,Orlando
Latin,Caetano Veloso,Vozes do MPB,MPEG audio file,0.99,1,Orlando
Latin,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,Axé Bahia 2001,MPEG audio file,0.99,1,Orlando
Latin,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,Carnaval 2001,MPEG audio file,0.99,1,Orlando
Latin,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,Sambas De Enredo 2001,MPEG audio file,0.99,1,Orlando
Latin,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,Vozes do MPB,MPEG audio file,0.99,1,Orlando
Latin,,BBC Sessions [Disc 1] [Live],MPEG audio file,0.99,1,Fort Worth
Latin,,Physical Graffiti [Disc 1],MPEG audio file,0.99,1,Fort Worth
Latin,,BBC Sessions [Disc 2] [Live],MPEG audio file,0.99,1,Fort Worth
Latin,,Coda,MPEG audio file,0.99,1,Fort Worth
Latin,,Houses Of The Holy,MPEG audio file,0.99,1,Fort Worth
Latin,,In Through The Out Door,MPEG audio file,0.99,1,Fort Worth
Latin,,IV,MPEG audio file,0.99,1,Fort Worth
Latin,,Led Zeppelin I,MPEG audio file,0.99,1,Fort Worth
Latin,,Led Zeppelin II,MPEG audio file,0.99,1,Fort Worth
Latin,,Led Zeppelin III,MPEG audio file,0.99,1,Fort Worth
Latin,,Physical Graffiti [Disc 2],MPEG audio file,0.99,1,Fort Worth
Latin,,Presence,MPEG audio file,0.99,1,Fort Worth
Latin,,The Song Remains The Same (Disc 1),MPEG audio file,0.99,1,Fort Worth
Latin,,The Song Remains The Same (Disc 2),MPEG audio file,0.99,1,Fort Worth
Latin,,Bongo Fury,MPEG audio file,0.99,1,Fort Worth
Latin,,Bongo Fury,MPEG audio file,0.99,1,Fort Worth
Latin,,Bongo Fury,MPEG audio file,0.99,1,Fort Worth
Latin,,Bongo Fury,MPEG audio file,0.99,1,Fort Worth
Latin,,Bongo Fury,MPEG audio file,0.99,1,Fort Worth
Latin,Chico Science,Chill: Brazil (Disc 1),MPEG audio file,0.99,1,Winnipeg
Latin,Chico Science,Chill: Brazil (Disc 1),MPEG audio file,0.99,1,Winnipeg
Latin,Chico Science,Chill: Brazil (Disc 1),MPEG audio file,0.99,1,Winnipeg
Reggae,Marisa Monte/Nando Reis,As Canções de Eu Tu Eles,MPEG audio file,0.99,1,Winnipeg
Reggae,Marisa Monte/Nando Reis,Quanta Gente Veio Ver (Live),MPEG audio file,0.99,1,Winnipeg
Reggae,Marisa Monte/Nando Reis,Quanta Gente Veio ver--Bônus De Carnaval,MPEG audio file,0.99,1,Winnipeg
Reggae,Bino/Da Gama/Lazao/Ras Bernardo,As Canções de Eu Tu Eles,MPEG audio file,0.99,1,Lyon
Reggae,Bino/Da Gama/Lazao/Ras Bernardo,Quanta Gente Veio Ver (Live),MPEG audio file,0.99,1,Lyon
Reggae,Bino/Da Gama/Lazao/Ras Bernardo,Quanta Gente Veio ver--Bônus De Carnaval,MPEG audio file,0.99,1,Lyon
Rock,Freddie Mercury,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,MPEG audio file,0.99,1,Lyon
Rock,"Paul Stanley, Vincent Poncia",The Best of Ed Motta,MPEG audio file,0.99,1,Sidney
Rock,Paul Stanley,The Best of Ed Motta,MPEG audio file,0.99,1,Buenos Aires
Rock,Gene Simmons,The Best of Ed Motta,MPEG audio file,0.99,1,Buenos Aires
Rock,Ace Frehley,The Best of Ed Motta,MPEG audio file,0.99,1,Delhi
Rock,"Gene Simmons, S. Coronel",The Best of Ed Motta,MPEG audio file,0.99,1,Delhi
Rock,"Paul Stanley, Gene Simmons, B. Ezrin",The Best of Ed Motta,MPEG audio file,0.99,1,São José dos Campos
Rock,Gene Simmons,The Best of Ed Motta,MPEG audio file,0.99,1,São José dos Campos
Rock,"Paul Stanley, Gene Simmons",The Best of Ed Motta,MPEG audio file,0.99,1,São José dos Campos
Rock,Ace Frehley,The Best of Ed Motta,MPEG audio file,0.99,1,São José dos Campos
Latin,Gonzaga Jr.,Elis Regina-Minha História,MPEG audio file,0.99,1,São Paulo
Latin,Gonzaga Jr.,Elis Regina-Minha História,MPEG audio file,0.99,1,São Paulo
Latin,,Elis Regina-Minha História,MPEG audio file,0.99,1,São Paulo
Latin,,Bongo Fury,MPEG audio file,0.99,1,São Paulo
Latin,,Bongo Fury,MPEG audio file,0.99,1,São Paulo
Alternative & Punk,Os Mutantes - Arnolpho Lima Filho,Milton Nascimento Ao Vivo,MPEG audio file,0.99,1,São Paulo
Alternative & Punk,Os Mutantes - Arnolpho Lima Filho,Minas,MPEG audio file,0.99,1,São Paulo
Alternative & Punk,Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho,Milton Nascimento Ao Vivo,MPEG audio file,0.99,1,Mountain View
Alternative & Punk,Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho,Minas,MPEG audio file,0.99,1,Mountain View
Rock,"W. Jean, J. Duplessis, Carlos Santana, K. Perazzo & R. Rekow",Jorge Ben Jor 25 Anos,MPEG audio file,0.99,1,Mountain View
Rock,Gillan/Glover/Lord/Nix - Blackmore/Paice,Garage Inc. (Disc 1),MPEG audio file,0.99,1,Mountain View
Rock,Gillan/Glover/Lord/Nix - Blackmore/Paice,Black Album,MPEG audio file,0.99,1,Mountain View
Rock,Gillan/Glover/Lord/Nix - Blackmore/Paice,Garage Inc. (Disc 2),MPEG audio file,0.99,1,Mountain View
Rock,Gillan/Glover/Lord/Nix - Blackmore/Paice,Kill 'Em All,MPEG audio file,0.99,1,Mountain View
Rock,Gillan/Glover/Lord/Nix - Blackmore/Paice,Load,MPEG audio file,0.99,1,Mountain View
Rock,Gillan/Glover/Lord/Nix - Blackmore/Paice,Master Of Puppets,MPEG audio file,0.99,1,Mountain View
Rock,Gillan/Glover/Lord/Nix - Blackmore/Paice,ReLoad,MPEG audio file,0.99,1,Mountain View
Rock,Gillan/Glover/Lord/Nix - Blackmore/Paice,Ride The Lightning,MPEG audio file,0.99,1,Mountain View
Rock,Gillan/Glover/Lord/Nix - Blackmore/Paice,St. Anger,MPEG audio file,0.99,1,Mountain View
Rock,Gillan/Glover/Lord/Nix - Blackmore/Paice,...And Justice For All,MPEG audio file,0.99,1,Mountain View
Jazz,,Greatest Hits II,MPEG audio file,0.99,1,Mountain View
Jazz,,Greatest Hits I,MPEG audio file,0.99,1,Mountain View
Jazz,,News Of The World,MPEG audio file,0.99,1,Mountain View
Jazz,,Greatest Hits II,MPEG audio file,0.99,1,Mountain View
Jazz,,Greatest Hits I,MPEG audio file,0.99,1,Mountain View
Jazz,,News Of The World,MPEG audio file,0.99,1,Mountain View
Bossa Nova,,Greatest Kiss,MPEG audio file,0.99,1,Mountain View
Bossa Nova,,Unplugged [Live],MPEG audio file,0.99,1,Mountain View
Bossa Nova,,Greatest Kiss,MPEG audio file,0.99,1,Mountain View
Bossa Nova,,Unplugged [Live],MPEG audio file,0.99,1,Mountain View
Latin,,Heart of the Night,MPEG audio file,0.99,1,Lisbon
Latin,,Morning Dance,MPEG audio file,0.99,1,Lisbon
Latin,,Heart of the Night,MPEG audio file,0.99,1,Porto
Latin,,Morning Dance,MPEG audio file,0.99,1,Porto
Latin,,Heart of the Night,MPEG audio file,0.99,1,Porto
Latin,,Morning Dance,MPEG audio file,0.99,1,Porto
Rock,Hawkins-Lewis-Broadwater,International Superhits,MPEG audio file,0.99,1,Frankfurt
Rock,Hawkins-Lewis-Broadwater,American Idiot,MPEG audio file,0.99,1,Frankfurt
Rock,J. C. Fogerty,International Superhits,MPEG audio file,0.99,1,Frankfurt
Rock,J. C. Fogerty,American Idiot,MPEG audio file,0.99,1,Frankfurt
Rock,J. C. Fogerty,International Superhits,MPEG audio file,0.99,1,Paris
Rock,J. C. Fogerty,American Idiot,MPEG audio file,0.99,1,Paris
Rock,J. C. Fogerty,International Superhits,MPEG audio file,0.99,1,Paris
Rock,J. C. Fogerty,American Idiot,MPEG audio file,0.99,1,Paris
Rock,J. C. Fogerty,International Superhits,MPEG audio file,0.99,1,Paris
Rock,J. C. Fogerty,American Idiot,MPEG audio file,0.99,1,Paris
Rock,J. C. Fogerty,International Superhits,MPEG audio file,0.99,1,Paris
Rock,J. C. Fogerty,American Idiot,MPEG audio file,0.99,1,Paris
Rock,J. C. Fogerty,International Superhits,MPEG audio file,0.99,1,Dijon
Rock,J. C. Fogerty,American Idiot,MPEG audio file,0.99,1,Dijon
Rock,J. C. Fogerty,International Superhits,MPEG audio file,0.99,1,Dijon
Rock,J. C. Fogerty,American Idiot,MPEG audio file,0.99,1,Dijon
Rock,J.C. Fogerty,Into The Light,MPEG audio file,0.99,1,Dijon
Rock,J.C. Fogerty,Into The Light,MPEG audio file,0.99,1,Dijon
Rock,J.C. Fogerty,Into The Light,MPEG audio file,0.99,1,Dijon
Rock,J.C. Fogerty,Into The Light,MPEG audio file,0.99,1,Dijon
Latin,,Meus Momentos,MPEG audio file,0.99,1,Warsaw
Latin,,Meus Momentos,MPEG audio file,0.99,1,Warsaw
Latin,,Meus Momentos,MPEG audio file,0.99,1,Warsaw
Latin,,Minha História,MPEG audio file,0.99,1,Warsaw
Latin,,Minha História,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale/Paice,MK III The Final Concerts [Disc 1],MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale/Paice,The Final Concerts (Disc 2),MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale/Paice,Come Taste The Band,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale/Paice,Deep Purple In Rock,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale/Paice,Fireball,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale/Paice,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale/Paice,Machine Head,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale/Paice,Purpendicular,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale/Paice,Slaves And Masters,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale/Paice,Stormbringer,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale/Paice,The Battle Rages On,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale,MK III The Final Concerts [Disc 1],MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale,The Final Concerts (Disc 2),MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale,Come Taste The Band,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale,Deep Purple In Rock,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale,Fireball,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale,Machine Head,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale,Purpendicular,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale,Slaves And Masters,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale,Stormbringer,MPEG audio file,0.99,1,Warsaw
Rock,Bolin/Coverdale,The Battle Rages On,MPEG audio file,0.99,1,Warsaw
Rock,"Blackmore, Gillan, Glover, Lord, Paice",Supernatural,MPEG audio file,0.99,1,Warsaw
Rock,"Blackmore, Gillan, Glover, Lord, Paice",Santana - As Years Go By,MPEG audio file,0.99,1,Warsaw
Rock,"Blackmore, Gillan, Glover, Lord, Paice",Santana Live,MPEG audio file,0.99,1,Warsaw
Jazz,Jim Beard,The Essential Miles Davis [Disc 1],MPEG audio file,0.99,1,Delhi
Jazz,Jim Beard,The Essential Miles Davis [Disc 2],MPEG audio file,0.99,1,Delhi
Jazz,Jim Beard,Miles Ahead,MPEG audio file,0.99,1,Delhi
Latin,,Up An' Atom,MPEG audio file,0.99,1,Delhi
Latin,,Up An' Atom,MPEG audio file,0.99,1,Delhi
Latin,Djavan,Vinícius De Moraes - Sem Limite,MPEG audio file,0.99,1,Delhi
Blues,Clapton/Levy,Vinicius De Moraes,MPEG audio file,0.99,1,Brasília
Blues,Clapton/Dylan,Vinicius De Moraes,MPEG audio file,0.99,1,Edmonton
Blues,Clapton,Vinicius De Moraes,MPEG audio file,0.99,1,Edmonton
Blues,Clapton/F.eldman/Linn,Vinicius De Moraes,MPEG audio file,0.99,1,Mountain View
Rock,"Mike Bordin, Billy Gould, Mike Patton","Chronicle, Vol. 1",MPEG audio file,0.99,1,Salt Lake City
Rock,"Mike Bordin, Billy Gould, Mike Patton","Chronicle, Vol. 2",MPEG audio file,0.99,1,Salt Lake City
Rock,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance","Chronicle, Vol. 1",MPEG audio file,0.99,1,Salt Lake City
Rock,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance","Chronicle, Vol. 2",MPEG audio file,0.99,1,Salt Lake City
Alternative & Punk,Faith No More,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,0.99,1,Salt Lake City
Alternative & Punk,Faith No More,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,0.99,1,Salt Lake City
Alternative & Punk,Faith No More,Cássia Eller - Coleção Sem Limite [Disc 2],MPEG audio file,0.99,1,Salt Lake City
Alternative & Punk,Faith No More,Cássia Eller - Sem Limite [Disc 1],MPEG audio file,0.99,1,Salt Lake City
Latin,,Vault: Def Leppard's Greatest Hits,MPEG audio file,0.99,1,Salt Lake City
Latin,,Vault: Def Leppard's Greatest Hits,MPEG audio file,0.99,1,Salt Lake City
Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Outbreak,MPEG audio file,0.99,1,Salt Lake City
Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Outbreak,MPEG audio file,0.99,1,Salt Lake City
Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Djavan Ao Vivo - Vol. 02,MPEG audio file,0.99,1,Frankfurt
Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Djavan Ao Vivo - Vol. 1,MPEG audio file,0.99,1,Frankfurt
Alternative & Punk,Foo Fighters,The Cream Of Clapton,MPEG audio file,0.99,1,Frankfurt
Alternative & Punk,Foo Fighters,Unplugged,MPEG audio file,0.99,1,Frankfurt
Rock,"Dave, Taylor, Nate, Chris",Album Of The Year,MPEG audio file,0.99,1,Frankfurt
Rock,"Dave, Taylor, Nate, Chris",Angel Dust,MPEG audio file,0.99,1,Frankfurt
Rock,"Dave, Taylor, Nate, Chris",King For A Day Fool For A Lifetime,MPEG audio file,0.99,1,Frankfurt
Rock,"Dave, Taylor, Nate, Chris",The Real Thing,MPEG audio file,0.99,1,Frankfurt
Rock,Dave Grohl,Album Of The Year,MPEG audio file,0.99,1,Frankfurt
Rock,Dave Grohl,Angel Dust,MPEG audio file,0.99,1,Frankfurt
Rock,Dave Grohl,King For A Day Fool For A Lifetime,MPEG audio file,0.99,1,Frankfurt
Rock,Dave Grohl,The Real Thing,MPEG audio file,0.99,1,Frankfurt
Easy Listening,hans bradtke/heinz meier/johnny mercer,Deixa Entrar,MPEG audio file,0.99,1,Frankfurt
Easy Listening,jimmy van heusen/sammy cahn,Deixa Entrar,MPEG audio file,0.99,1,Frankfurt
Latin,,In Your Honor [Disc 1],MPEG audio file,0.99,1,Frankfurt
Latin,,In Your Honor [Disc 2],MPEG audio file,0.99,1,Frankfurt
Latin,,One By One,MPEG audio file,0.99,1,Frankfurt
Latin,,The Colour And The Shape,MPEG audio file,0.99,1,Frankfurt
Latin,,In Your Honor [Disc 1],MPEG audio file,0.99,1,Frankfurt
Latin,,In Your Honor [Disc 2],MPEG audio file,0.99,1,Frankfurt
Latin,,One By One,MPEG audio file,0.99,1,Frankfurt
Latin,,The Colour And The Shape,MPEG audio file,0.99,1,Frankfurt
Soundtrack,Humberto Teixeira/Luiz Gonzaga,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,0.99,1,Frankfurt
Soundtrack,Dominguinhos/Gilberto Gil,My Way: The Best Of Frank Sinatra [Disc 1],MPEG audio file,0.99,1,Frankfurt
Latin,,Roda De Funk,MPEG audio file,0.99,1,Frankfurt
Jazz,,Faceless,MPEG audio file,0.99,1,Frankfurt
Metal,Sully Erna,Appetite for Destruction,MPEG audio file,0.99,1,Frankfurt
Metal,Sully Erna,Use Your Illusion I,MPEG audio file,0.99,1,Frankfurt
Metal,Sully Erna,Use Your Illusion II,MPEG audio file,0.99,1,Frankfurt
Alternative & Punk,"Billie Joe Armstrong, Mike Dirnt, Tré Cool",Blue Moods,MPEG audio file,0.99,1,Stockholm
Alternative & Punk,"Mike Dint, Billie Joe, Tré Cool",Blue Moods,MPEG audio file,0.99,1,London
Alternative & Punk,Green Day,Blue Moods,MPEG audio file,0.99,1,London
Alternative & Punk,Green Day,Blue Moods,MPEG audio file,0.99,1,Edinburgh 
Alternative & Punk,Green Day,Blue Moods,MPEG audio file,0.99,1,Edinburgh 
Alternative & Punk,"Mike Dint, Billie Joe, Tré Cool",Blue Moods,MPEG audio file,0.99,1,Buenos Aires
Alternative & Punk,Green Day,Blue Moods,MPEG audio file,0.99,1,Buenos Aires
Rock,,A Matter of Life and Death,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,A Real Dead One,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,A Real Live One,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Brave New World,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Dance Of Death,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Fear Of The Dark,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Iron Maiden,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Killers,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Live After Death,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Live At Donington 1992 (Disc 1),Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Live At Donington 1992 (Disc 2),Protected AAC audio file,0.99,1,Buenos Aires
Rock,,No Prayer For The Dying,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Piece Of Mind,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Powerslave,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Rock In Rio [CD1],Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Rock In Rio [CD2],Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Seventh Son of a Seventh Son,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Somewhere in Time,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,The Number of The Beast,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,The X Factor,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Virtual XI,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,A Matter of Life and Death,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,A Real Dead One,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,A Real Live One,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Brave New World,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Dance Of Death,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Fear Of The Dark,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Iron Maiden,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Killers,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Live After Death,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Live At Donington 1992 (Disc 1),Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Live At Donington 1992 (Disc 2),Protected AAC audio file,0.99,1,Buenos Aires
Rock,,No Prayer For The Dying,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Piece Of Mind,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Powerslave,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Rock In Rio [CD1],Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Rock In Rio [CD2],Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Seventh Son of a Seventh Son,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Somewhere in Time,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,The Number of The Beast,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,The X Factor,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,Virtual XI,Protected AAC audio file,0.99,1,Buenos Aires
Rock,,A Matter of Life and Death,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,A Real Dead One,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,A Real Live One,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Brave New World,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Dance Of Death,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Fear Of The Dark,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Iron Maiden,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Killers,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Live After Death,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Live At Donington 1992 (Disc 1),Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Live At Donington 1992 (Disc 2),Protected AAC audio file,0.99,1,São José dos Campos
Rock,,No Prayer For The Dying,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Piece Of Mind,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Powerslave,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Rock In Rio [CD1],Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Rock In Rio [CD2],Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Seventh Son of a Seventh Son,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Somewhere in Time,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,The Number of The Beast,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,The X Factor,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Virtual XI,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,A Matter of Life and Death,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,A Real Dead One,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,A Real Live One,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Brave New World,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Dance Of Death,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Fear Of The Dark,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Iron Maiden,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Killers,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Live After Death,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Live At Donington 1992 (Disc 1),Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Live At Donington 1992 (Disc 2),Protected AAC audio file,0.99,1,São José dos Campos
Rock,,No Prayer For The Dying,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Piece Of Mind,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Powerslave,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Rock In Rio [CD1],Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Rock In Rio [CD2],Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Seventh Son of a Seventh Son,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Somewhere in Time,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,The Number of The Beast,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,The X Factor,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Virtual XI,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Sex Machine,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Sex Machine,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Sex Machine,Protected AAC audio file,0.99,1,São José dos Campos
Rock,,Sex Machine,Protected AAC audio file,0.99,1,São José dos Campos
Metal,W. Axl Rose,Emergency On Planet Earth,MPEG audio file,0.99,1,Vienne
Metal,W. Axl Rose,Synkronized,MPEG audio file,0.99,1,Vienne
Metal,W. Axl Rose,The Return Of The Space Cowboy,MPEG audio file,0.99,1,Vienne
Metal,Izzy Stradlin'/W. Axl Rose,Emergency On Planet Earth,MPEG audio file,0.99,1,Vienne
Metal,Izzy Stradlin'/W. Axl Rose,Synkronized,MPEG audio file,0.99,1,Vienne
Metal,Izzy Stradlin'/W. Axl Rose,The Return Of The Space Cowboy,MPEG audio file,0.99,1,Vienne
Jazz,Richard Bull,Get Born,MPEG audio file,0.99,1,Vienne
Jazz,Fayyaz Virgi/Richard Bull,Get Born,MPEG audio file,0.99,1,Vienne
Rock,,Are You Experienced?,Protected AAC audio file,0.99,1,Vienne
Rock,,Are You Experienced?,Protected AAC audio file,0.99,1,Vienne
Metal,Steve Harris,Surfing with the Alien (Remastered),MPEG audio file,0.99,1,Vienne
Metal,Adrian Smith/Bruce Dickinson,Surfing with the Alien (Remastered),MPEG audio file,0.99,1,Vienne
Metal,Bruce Dickinson/Janick Gers,Jota Quest-1995,MPEG audio file,0.99,1,Vienne
Rock,Bruce Dickinson/Janick Gers/Steve Harris,Cafezinho,MPEG audio file,0.99,1,Mountain View
Heavy Metal,Adrian Smith/Steve Harris,Living After Midnight,MPEG audio file,0.99,1,Mountain View
Heavy Metal,David Murray/Steve Harris,Living After Midnight,MPEG audio file,0.99,1,Mountain View
Rock,Bruce Dickinson/David Murray,A TempestadeTempestade Ou O Livro Dos Dias,MPEG audio file,0.99,1,Mountain View
Rock,Bruce Dickinson/David Murray,Mais Do Mesmo,MPEG audio file,0.99,1,Mountain View
Blues,Steve Harris,Greatest Hits,MPEG audio file,0.99,1,Mountain View
Heavy Metal,Steve Harris,Lulu Santos - RCA 100 Anos De Música - Álbum 01,MPEG audio file,0.99,1,Mountain View
Heavy Metal,Steve Harris,Lulu Santos - RCA 100 Anos De Música - Álbum 02,MPEG audio file,0.99,1,Mountain View
Metal,Harris,Misplaced Childhood,MPEG audio file,0.99,1,Mountain View
Metal,Harris/Di Anno,Misplaced Childhood,MPEG audio file,0.99,1,Mountain View
